latitude,longitude,ownership,postNumber,propertyType,totalPrice,usableArea
60.3681,6.7312,Eier (Selveier),5780,,3792420,131
60.3732023618086,5.18261259309428,Eier (Selveier),5179,,9126170,156
59.9153965224071,10.5898057172496,Eier (Selveier),1357,Leilighet,13641860,93
60.0689434117818,6.54799555121198,Andel,5750,,5082564,74
59.6695,10.6269,Eier (Selveier),1443,Leilighet,17693536,133
59.8548175886015,10.4777236543748,Andel,1395,Leilighet,8424407,105
59.8548236252244,10.4771149877018,Andel,1395,Leilighet,16325432,158
59.7577678315939,10.1423586554944,Eier (Selveier),3025,Leilighet,6653670,88
61.2343702954709,7.08603072438122,Eier (Selveier),6856,,6534210,160
60.098617943991,5.21811822360764,Eier (Selveier),5392,,4587833,109
60.0435050730083,5.52270941252227,Eier (Selveier),5680,,5306962,130
61.4908993985231,6.10800452382505,Eier (Selveier),6847,,3255894,71
60.25656085242,11.0279130935669,Eier (Selveier),2032,Leilighet,4204465,78
60.2158,5.5158,Eier (Selveier),5211,,4397003,136
60.3149207198862,5.33738136291504,Eier (Selveier),5221,,10526370,144
61.3083676879542,12.2376615436816,Eier (Selveier),2420,,5746225,79
60.798257794584,10.6892071889063,Andel,2821,,4293832,66
60.798257794584,10.6892071889063,Andel,2821,,4818126,71
60.7743,10.7102,Eier (Selveier),2816,,7815625,152
60.8178450822304,11.0611587496108,Eier (Selveier),2319,,3762398,67
60.8362990910181,11.023704167307,Andel,2320,,4885677,79
60.8057,10.6833,Eier (Selveier),2819,,7751342,165
61.5283693589101,10.1303040972441,Eier (Selveier),2630,,2856250,50
60.8026602903993,11.0468143392372,Eier (Selveier),2316,,5781195,76
60.2232553907358,11.6332323032334,Eier (Selveier),2100,,4703500,114
61.4564077479018,10.1957416534424,Eier (Selveier),2634,,3746875,80
61.9324896164578,5.11001586914063,Eier (Selveier),6700,,3929675,79
61.598671221557,9.72561206596384,Eier (Selveier),2640,,3430835,72
59.7374997048676,10.5939917208405,Eier (Selveier),1454,Leilighet,5411962,50
60.2864238682487,5.30261680943893,Eier (Selveier),5239,,13063842,181
60.258197954667,11.0294090542618,Eier (Selveier),2032,Leilighet,2661497,40
60.8121,11.0557,Eier (Selveier),2319,,5301867,68
60.7029232174281,5.32624465264746,Eier (Selveier),5957,,1843750,42
61.1277,11.3707,Eier (Selveier),2450,,4124688,73
61.2910529457891,4.63356963810154,Eier (Selveier),6987,,3590000,114
60.6289557008137,6.41510635796398,Eier (Selveier),5700,,3979306,62
59.6722,10.6281,Eier (Selveier),1443,Enebolig,16051420,225
61.3635006846907,5.40031556133291,Eier (Selveier),6963,,5259187,105
61.1146,10.469,Eier (Selveier),2609,,5951578,71
61.1048950281023,10.4749488830566,Eier (Selveier),2613,,6630717,111
60.7742836218867,11.2333219821105,Eier (Selveier),2344,,2977000,78
60.7956711133805,11.0723618599333,Andel,2317,,5541493,86
60.7956711133805,11.0723618599333,Andel,2317,,4977864,75
60.1931693871717,11.9680864604071,Andel,2208,,4600462,113
60.2493565926783,11.6898205771854,Eier (Selveier),2100,,5610000,116
60.5149,5.2181,Eier (Selveier),5918,,6753670,159
60.7411128336104,10.7680522552323,Eier (Selveier),2820,Enebolig,6243750,182
60.3246956694262,5.27318000793457,Eier (Selveier),5151,Enebolig,11575000,225
60.5150060858265,5.21789930282116,Eier (Selveier),5918,,6646170,159
60.7938,10.6897,Eier (Selveier),2815,,5320821,68
60.802097493717,11.0377952373601,Andel,2316,,4773515,68
60.7743,10.7102,Eier (Selveier),2816,,12091667,226
60.802097493717,11.0377952373601,Andel,2316,,4922807,72
60.9274,10.7129,Eier (Selveier),2390,,5283842,124
60.8943494060562,11.5918211151141,Eier (Selveier),2413,,3591872,82
60.8262558252247,11.054074322036,Eier (Selveier),2320,,6267497,146
59.8266425791374,10.4283052526543,Eier (Selveier),1388,Rekkehus,9323442,127
59.7223576340248,10.1289546489716,Eier (Selveier),3031,Enebolig,10690000,186
60.5230339338079,6.71788110953733,Eier (Selveier),5736,,4506085,105
60.2604675243139,6.01248264312744,Eier (Selveier),5630,,4314792,70
60.5563048456413,5.27162203456012,Eier (Selveier),5916,,3640000,90
60.7396134051996,10.6223709856382,Eier (Selveier),2834,Enebolig,2461122,48
59.2918,11.0655,Eier (Selveier),1712,,3793920,65
60.753738685167,10.6228869811246,Eier (Selveier),2827,,2858872,77
60.623,8.5521,Andel,3570,,4078215,77
60.7995,11.0391,Eier (Selveier),2316,,4849912,69
60.1120114405256,11.4598891864566,Eier (Selveier),2150,,4999342,113
60.4150380197897,5.1931440911788,Eier (Selveier),5302,,4538552,69
59.5087323668251,10.7000798299941,Eier (Selveier),1555,,9113571,138
60.181793638208,10.2736435271525,Eier (Selveier),3515,Enebolig,7044217,169
59.9176132951003,10.9533672362855,Andel,1475,Leilighet,5639882,69
61.5552004941636,9.94069062453827,Eier (Selveier),2647,,3073667,79
60.2301812837768,11.0240976249351,Eier (Selveier),2030,Leilighet,3396250,70
60.7180423077186,11.1941486931417,Eier (Selveier),2335,Leilighet,2512592,50
59.7896366393398,10.8025762867382,Eier (Selveier),1415,Leilighet,6369062,104
60.8042030602286,10.6853515001349,Eier (Selveier),2819,,8105742,138
60.6307797629416,10.9164117949237,Eier (Selveier),2848,,3397592,147
61.0237924306406,10.5736950236851,Eier (Selveier),2372,,4204377,145
61.1147016780312,10.4652441867697,Eier (Selveier),2609,,3573067,40
60.8027,10.8401,Eier (Selveier),2353,,4249552,107
60.7719,10.7071,Andel,2816,,2861162,56
60.9698,9.2831,Eier (Selveier),2920,,6179981,89
60.4030992209199,5.01921726187331,Eier (Selveier),5363,,3513803,77
60.5568,4.9689,Eier (Selveier),5315,,2995290,62
60.4512884940124,5.13516052950584,Eier (Selveier),5310,Tomannsbolig,5305342,148
59.6037279355484,5.20474001473557,Eier (Selveier),5443,,3412250,111
59.7986697985814,5.71190366724931,Eier (Selveier),5454,,4423333,126
61.4325294809886,5.89828491210938,Eier (Selveier),6813,,3040001,53
60.4201,10.5103,Eier (Selveier),2760,,3107855,70
59.7177909048586,10.8042198872998,Eier (Selveier),1406,Rekkehus,7961842,131
59.9328612850175,10.9468517774651,Eier (Selveier),1470,Enebolig,13651342,194
59.765,10.5857,Eier (Selveier),1454,Leilighet,13973002,102
59.7196958954667,10.8356048966818,Andel,1423,Leilighet,7506647,81
59.7153003546519,10.8238662686543,Andel,1423,Leilighet,15506494,138
60.2195,11.0276,Andel,2030,Rekkehus,5305132,129
60.1634107528335,10.9923040311712,Eier (Selveier),2033,Rekkehus,4530872,124
59.7644,10.5862,Eier (Selveier),1454,Leilighet,5516827,73
60.8551430561713,11.2015061209836,Eier (Selveier),2324,,3729375,84
60.855534940042,11.2008726596832,Eier (Selveier),2324,,4469375,122
60.8737765909404,10.9595499453904,Eier (Selveier),2380,,3576712,75
60.6529507051811,10.9220363280758,Eier (Selveier),2848,,4299377,112
60.9459418151505,10.6323805743028,Eier (Selveier),2836,,5615583,151
60.8930446951054,11.5797608072371,Eier (Selveier),2413,,4853000,121
62.269105636871,10.7762339259259,Eier (Selveier),2500,,2495509,63
60.9384728751162,10.6982482155035,Eier (Selveier),2390,,3996942,76
60.9519888757552,10.6273080916646,Eier (Selveier),2836,,3729833,101
60.705860773722,10.3513761256038,Eier (Selveier),2860,,2656050,68
61.4051002676605,7.30007349275543,Eier (Selveier),6868,,3505926,79
60.2993358453425,5.33986055675426,Eier (Selveier),5236,,10655537,180
60.5153399105207,4.91329967644367,Eier (Selveier),5337,,3429722,69
60.4902535419789,4.93783950805664,Eier (Selveier),5337,,4086002,97
60.8258792720777,10.9995460510254,Eier (Selveier),2320,,6646842,179
59.9217453671242,10.9509763594006,Eier (Selveier),1473,Leilighet,5220220,50
59.8351505676304,10.440744598889,Eier (Selveier),1384,Leilighet,11769712,109
59.9196025223636,9.96481954023061,Eier (Selveier),3360,Enebolig,4010000,74
59.4679351553546,10.6918851716982,Eier (Selveier),1538,Enebolig,5835980,113
59.4682284880221,10.69220703678,Eier (Selveier),1538,Enebolig,6535980,157
59.467959929794,10.691447226059,Eier (Selveier),1538,Enebolig,6895980,162
60.2076627820567,10.9458531587494,Eier (Selveier),2030,Enebolig,5990000,150
59.7153219967261,10.8265218431254,Eier (Selveier),1423,Leilighet,8648342,84
60.9384728751162,10.6982482155035,Eier (Selveier),2390,,2887916,59
60.8027,10.8401,Eier (Selveier),2353,Enebolig,4098512,95
60.8837,10.9414,Eier (Selveier),2380,,2732647,39
60.1666836103378,10.3446012679188,Eier (Selveier),3514,Enebolig,6917592,168
59.7157440143755,10.827174773991,Eier (Selveier),1423,Leilighet,18593128,173
59.7043909677331,10.8410167694092,Eier (Selveier),1424,Leilighet,10498842,94
59.7177999219952,10.8120189302626,Eier (Selveier),1406,Rekkehus,8693162,127
59.9669601665746,9.98658271689125,Eier (Selveier),3370,Enebolig,5515000,112
59.8339045943683,10.640172958374,Eier (Selveier),1453,Leilighet,10023212,83
59.9672340239718,9.98679079115815,Eier (Selveier),3370,Tomannsbolig,4708750,146
59.9172807131714,10.9532847843833,Andel,1473,Leilighet,7448418,106
59.7795599984879,10.8067903458184,Eier (Selveier),1415,Enebolig,14026364,189
59.4197725041114,11.3763738091024,Eier (Selveier),1890,Enebolig,6151302,180
59.9171512932289,10.9534617162897,Andel,1473,Leilighet,7032408,94
60.2194019777717,11.0358606519096,Eier (Selveier),2030,Rekkehus,4848842,105
60.8275267266508,11.3032824543064,Eier (Selveier),2340,,2024170,44
59.7174049808572,10.8049427348636,Eier (Selveier),1406,Rekkehus,9411842,137
59.9221250487822,10.950223908106,Eier (Selveier),1473,Leilighet,7640370,92
60.68881330029,10.6177711486816,Eier (Selveier),2840,,2846817,76
60.6721006938431,10.8149789968233,Andel,2850,,2557829,54
60.1189251893731,10.8501075410119,Eier (Selveier),1487,Enebolig,7415500,142
60.2245155044315,11.0303988428835,Eier (Selveier),2030,Tomannsbolig,5303212,118
60.1720329933161,11.5488331288414,Eier (Selveier),2166,Enebolig,4791500,89
60.0867627462601,11.476936340332,Eier (Selveier),2150,Enebolig,6164000,177
60.1756070652286,10.357816526603,Eier (Selveier),3514,Enebolig,14555000,209
59.7475315204493,10.8347940444946,Eier (Selveier),1405,Leilighet,4511422,65
60.7841,10.8942,Eier (Selveier),2350,,2756342,72
61.0849696939519,10.4904982567638,Eier (Selveier),2614,,4701250,77
60.173628566851,11.5446289712772,Eier (Selveier),2166,Enebolig,8104250,240
60.1718355423731,11.5498993598809,Eier (Selveier),2166,Enebolig,5903500,140
60.6871745313508,10.6199169158936,Eier (Selveier),2840,,3667175,91
60.7159249037598,10.8691264467743,Eier (Selveier),2849,,7377735,148
60.1654396249488,12.0346410876558,Eier (Selveier),2211,,3509000,64
61.3113415511091,12.2738512499245,Eier (Selveier),2420,,4524789,95
61.1138521518767,10.4770946502686,Eier (Selveier),2609,,8021864,165
60.4016877840638,10.5384635925293,Eier (Selveier),2770,,3306170,83
60.772586345296,10.7061339187215,Eier (Selveier),2816,,10796342,264
60.1211028700313,11.4663013136393,Eier (Selveier),2150,Enebolig,4992000,169
61.5347138704043,10.1263263950578,Eier (Selveier),2630,Enebolig,3997250,105
61.2130949229161,10.2995682793243,Eier (Selveier),2656,,3097280,76
60.9946,9.2296,Eier (Selveier),2900,,3956022,94
60.8477,11.044,Eier (Selveier),2320,,3086339,63
60.8992285520151,10.9567272663116,Eier (Selveier),2381,,3397940,79
59.7484395998042,10.8352661132813,Eier (Selveier),1405,Leilighet,5578189,91
60.8096815826564,11.0498853087455,Eier (Selveier),2315,,11274703,190
60.1776963965511,10.985995688094,Eier (Selveier),2033,Enebolig,7318502,160
59.8107,10.8035,Eier (Selveier),1410,Leilighet,7604310,93
60.2488462009312,11.6895439220749,Eier (Selveier),2100,,3659800,78
59.7551968689258,10.846202428887,Eier (Selveier),1405,Leilighet,7271112,101
60.2399303648628,9.92496263471774,Eier (Selveier),3534,Enebolig,5569875,155
60.8320290850881,11.1270904541016,Eier (Selveier),2323,,5533875,124
60.2298163790126,11.0245884113832,Eier (Selveier),2030,Leilighet,4300000,92
59.715614163358,10.8034631468082,Eier (Selveier),1406,Leilighet,7059140,106
59.9237907818309,10.9541922778801,Andel,1473,Leilighet,7601850,89
60.6106,12.0058,Andel,2270,,4120521,77
60.8475865953613,11.0421190720548,Eier (Selveier),2320,Leilighet,3611132,92
60.8980597123079,11.5126288117917,Eier (Selveier),2406,,4282545,114
60.8055519018271,10.6618959444767,Eier (Selveier),2819,,9541170,188
60.8319368650625,11.1291048450304,Eier (Selveier),2323,,5260021,126
60.8316535506608,11.1266695026588,Eier (Selveier),2323,,3506312,60
60.7957239034142,10.6308108079707,Eier (Selveier),2827,,4909467,106
60.6814507773234,10.6277953436332,Eier (Selveier),2840,,2283872,40
60.6646162733331,10.6747377755414,Eier (Selveier),2846,,2913872,78
60.8251613112946,11.0010248080963,Eier (Selveier),2320,,8054051,153
60.2079398243937,10.9485151880252,Eier (Selveier),2030,Leilighet,3405092,79
59.7295882909372,10.5981648580628,Eier (Selveier),1454,Enebolig,9994370,223
60.2347174817736,11.5623185745999,Eier (Selveier),2164,Enebolig,6157500,154
60.0871907708325,11.4797687530518,Eier (Selveier),2150,Tomannsbolig,4437000,86
60.2485437961437,11.0298446012803,Eier (Selveier),2032,Enebolig,5010002,141
60.2225627209416,11.3823063567289,Eier (Selveier),2170,Enebolig,5734092,177
60.1718542202158,11.5499322176307,Eier (Selveier),2166,Enebolig,4791500,88
59.9422,10.9809,Eier (Selveier),1472,Leilighet,3968876,51
59.939600473399,10.9843006629935,Eier (Selveier),1472,Leilighet,4369790,57
59.8566716336604,10.6741611799251,Eier (Selveier),1456,Enebolig,11026342,167
59.9438672625635,10.9774043816751,Eier (Selveier),1463,Enebolig,13051342,217
60.2214863896072,11.0186862945557,Eier (Selveier),2030,Enebolig,5730000,107
59.8200242765216,5.24843631707272,Eier (Selveier),5420,,2704000,72
61.45,5.8614,Eier (Selveier),6800,,6499111,82
61.4053318042114,7.28598802916249,Eier (Selveier),6868,,4350342,177
59.6761,10.622,Eier (Selveier),1443,Leilighet,19876294,124
60.2451788159356,5.05960337263123,Eier (Selveier),5382,,3486685,106
60.3795934458872,5.350341796875,Eier (Selveier),5009,,8803834,85
62.2753,10.7821,Eier (Selveier),2500,,3133205,71
60.8202,11.34,Eier (Selveier),2340,,4431459,76
59.765,10.5857,Eier (Selveier),1454,Leilighet,17928327,127
60.230064088529,11.0235782631317,Eier (Selveier),2030,Leilighet,3476250,70
59.7374997048676,10.5939917208405,Eier (Selveier),1454,Leilighet,4507472,76
60.2300534343948,11.0238399425361,Eier (Selveier),2030,Leilighet,3326250,70
60.8165,11.0731,Eier (Selveier),2319,Leilighet,5730000,90
60.8945,11.594,Eier (Selveier),2413,,3770122,94
60.7367713996546,11.2946981755298,Eier (Selveier),2334,,4193978,73
60.8259838706187,11.0536841026862,Eier (Selveier),2320,,5281830,102
61.1007,10.54,Eier (Selveier),2611,,11231092,313
60.7752553246667,11.094779414071,Eier (Selveier),2312,,6303268,138
60.2495562396116,11.6896327914317,Eier (Selveier),2100,,3963000,78
60.6783928866557,10.8180183267948,Eier (Selveier),2850,,3606036,68
60.6095211161663,12.0061677151721,Eier (Selveier),2270,,3615000,77
61.1533683198395,10.3748999482263,Eier (Selveier),2625,Enebolig,5380935,157
61.5555974798436,9.95019384312998,Eier (Selveier),2647,,3096230,67
59.7159063274387,10.8030811832852,Eier (Selveier),1406,Leilighet,5448740,80
60.1176518381497,11.3447595373791,Eier (Selveier),2165,Leilighet,3605000,70
59.4188624841098,10.6752332805559,Eier (Selveier),1523,Leilighet,17971378,170
60.2241291994451,11.630744934082,Eier (Selveier),2100,,4701794,137
59.7182291210173,10.8120536209734,Eier (Selveier),1406,Rekkehus,10548512,145
59.7927649208838,5.17771482467651,Eier (Selveier),5430,,4537000,162
60.5566,5.2621,Eier (Selveier),5916,,3682003,96
60.6254372680062,6.43377301765031,Eier (Selveier),5700,,6555000,114
60.3166926436863,5.37510693674508,Eier (Selveier),5224,,6101342,123
60.3817925239854,5.47029646530781,Eier (Selveier),5267,,4703842,155
60.4453001843511,5.12806141223616,Eier (Selveier),5310,,4725000,164
60.30348456612,5.27549743652344,Eier (Selveier),5252,,11822620,192
61.5111002967174,5.71690524803603,Eier (Selveier),6817,,3948009,60
60.2564650425596,11.028299331665,Eier (Selveier),2032,Leilighet,2901497,40
59.790347613706,10.8013762345933,Eier (Selveier),1415,Leilighet,4665067,69
61.4027016452235,7.2963031584109,Eier (Selveier),6868,,3320170,81
60.5715984055569,4.95232216435296,Eier (Selveier),5315,,923820,29
60.4464975422573,5.32071588541915,Eier (Selveier),5106,,5826768,77
62.1259210332981,10.8125204098342,Eier (Selveier),2510,Enebolig,2925000,93
59.9469,10.9792,Eier (Selveier),1464,Enebolig,17988842,296
59.4289,10.6388,Eier (Selveier),1515,Leilighet,6813589,76
59.8234,10.8029,Eier (Selveier),1410,,10326370,118
60.219008561776,11.0159826278687,Eier (Selveier),2030,Leilighet,2764874,42
59.2480232240264,11.1980863278238,Eier (Selveier),1743,,6517755,160
59.2723,11.164,Andel,1738,,4337877,95
59.3151921125269,11.1592769622803,Eier (Selveier),1734,,4804375,156
60.3925965499814,10.5618053684842,Eier (Selveier),2770,,3503280,91
59.9468,11.0253,Andel,2005,,6915438,82
60.6348350369981,6.46947313643601,Eier (Selveier),5700,,3514876,66
59.779666826432,5.13610674887973,Eier (Selveier),5430,,2540800,70
58.1627276525878,8.0224824299107,Eier (Selveier),4630,,9265872,207
59.841871290399,10.4713160911367,Eier (Selveier),1387,Enebolig,18138870,247
59.7098820176589,5.34141002046512,Eier (Selveier),5440,,3203750,110
59.8095140934919,5.26254187417392,Eier (Selveier),5430,,6700092,234
59.6991974270452,5.38581615381415,Eier (Selveier),5440,,2806000,87
60.4707,5.3444,Andel,5132,,5315960,90
59.841871290399,10.4713160911367,Eier (Selveier),1387,Leilighet,7996370,80
60.4103659860647,4.98230280207356,Eier (Selveier),5363,,4611080,122
61.1533513797849,10.3749283175705,Eier (Selveier),2625,Enebolig,4817500,105
60.3572921772958,5.08251689421205,Eier (Selveier),5360,,4580932,133
60.8027,10.8401,Eier (Selveier),2353,Tomannsbolig,3598442,91
60.1469982936131,5.43392805143669,Eier (Selveier),5208,,7887699,159
60.9464628402893,10.6297404546331,Eier (Selveier),2836,,4398688,107
60.416932506526,10.5725545127267,Eier (Selveier),2770,,4402500,133
60.6495,10.8283,Eier (Selveier),2850,,3262592,96
61.6,9.7401,Eier (Selveier),2640,,3906170,72
61.2425029292518,10.4464804846595,Eier (Selveier),2636,,3684115,78
60.7177747927818,11.1923272393095,Eier (Selveier),2335,,3146223,58
60.6888910346272,10.618715536103,Eier (Selveier),2840,,3439002,89
61.1304,10.4803,Eier (Selveier),2618,,7441962,123
60.9346836891975,10.7034723167042,Eier (Selveier),2390,,3005838,58
60.775,11.1224,Eier (Selveier),2312,,6950000,124
60.0965028658022,12.3216064236967,Andel,2224,,2909800,78
62.263287,8.209347,Eier (Selveier),2669,,3709905,89
60.2896024516179,5.31527790652461,Eier (Selveier),5239,,7996342,140
60.3636176665507,5.35505175590515,Eier (Selveier),5063,,6101342,82
60.0458,5.521,Eier (Selveier),5680,,3370342,87
60.2020068585566,5.47307798967564,Eier (Selveier),5211,,5572000,130
60.3876950303022,5.11791229248047,Eier (Selveier),5354,,5755047,116
60.6281547768548,6.43692453735131,Eier (Selveier),5705,,4833256,75
59.5342,10.536,Eier (Selveier),3482,Enebolig,15041364,200
60.4603917042412,5.28365135192871,Eier (Selveier),5114,Enebolig,11032592,240
60.5667,5.2268,Eier (Selveier),5911,,3601127,54
61.43170859697,5.89725545140389,Eier (Selveier),6813,,2856667,48
60.4523,5.1277,Eier (Selveier),5310,,5066612,123
60.5595,4.864,Eier (Selveier),5337,,2471867,61
58.3855,7.7441,Eier (Selveier),4720,,2671170,100
58.0811,7.8552,Eier (Selveier),4643,,5261587,118
60.7093294163731,10.6166590934162,Eier (Selveier),2835,Leilighet,2657092,67
58.0904,6.803,Eier (Selveier),4550,,6305047,99
58.0238,7.4578,Eier (Selveier),4515,,5131341,76
58.1518140820506,8.07648618300804,Eier (Selveier),4638,,6340824,98
58.2403329598851,8.3446110380091,Eier (Selveier),4790,,3074842,68
58.7047695621201,9.18954849243164,Eier (Selveier),4956,,6034929,95
58.4566981915608,8.81709650025534,Eier (Selveier),4818,,1992027,49
58.1581,8.0139,Eier (Selveier),4631,,8426170,105
58.7207,9.2095,Eier (Selveier),4950,,2173290,51
58.4018915546974,8.68331909179688,Eier (Selveier),4823,,4792920,115
58.0805878803394,7.85986861324082,Eier (Selveier),4643,,5976372,185
58.509350547732,8.66107907402397,Eier (Selveier),4820,,2332592,68
58.7207,9.2094,Eier (Selveier),4950,,2936955,82
60.2316170388872,5.45358055997344,Eier (Selveier),5212,,4308266,84
58.3216158366295,6.97521245777151,Eier (Selveier),4480,,3215186,89
60.3596162757513,5.1277979680396,Eier (Selveier),5353,,4766877,76
60.3329,5.1777,Eier (Selveier),5177,,5094407,110
60.4197006590597,5.30464403673899,Eier (Selveier),5042,,5960558,76
60.3124916000814,5.25807491109472,Andel,5252,,5325684,111
60.5256029683865,5.49561069289342,Eier (Selveier),5282,,5381603,100
60.3572921772958,5.08251689421205,Eier (Selveier),5360,,5725405,124
60.5147,5.2188,Eier (Selveier),5918,,6894741,162
61.9171013986183,5.6318014375708,Eier (Selveier),6776,,2563842,75
61.4521991540832,5.85719363382808,Eier (Selveier),6800,,4514395,66
61.2103930363254,7.13111663760349,Eier (Selveier),6856,,5138742,130
60.5147,5.2188,Eier (Selveier),5918,,4567420,109
59.7883944223323,5.17441783861339,Eier (Selveier),5430,,3014972,84
59.8025207570223,5.51788928562991,Eier (Selveier),5416,,5707500,162
60.2884,5.3864,Eier (Selveier),5229,,7357175,200
60.3437,5.3458,Eier (Selveier),5231,,4285303,76
61.9267948946793,5.14584989607921,Eier (Selveier),6718,,4495000,78
60.3356571311347,5.34620070407301,Eier (Selveier),5232,,5717368,77
60.5528,5.7305,Eier (Selveier),5724,,2806919,59
60.2255890470734,5.45512675268979,Eier (Selveier),5212,,4805092,118
60.4203,5.208,Eier (Selveier),5300,,4623822,78
59.8203059351408,5.51601980139827,Andel,5414,,4154850,107
59.7891048832809,5.17773628234863,Eier (Selveier),5430,,922500,694
58.1435,8.022,Eier (Selveier),4632,,20451170,189
60.2647815006016,5.35503404000961,Eier (Selveier),5243,,8288142,161
59.8655905323471,5.74061393737793,Eier (Selveier),5460,,5284133,98
60.4203,5.208,Eier (Selveier),5300,,4718344,78
60.2930021928402,5.27661408728874,Eier (Selveier),5254,,4218799,69
60.4206,5.2082,Eier (Selveier),5308,,4587162,80
61.9096487902769,5.98162394111667,Eier (Selveier),6770,,5325000,93
58.5046011633111,8.6465030039161,Eier (Selveier),4820,,1877420,
58.3712,8.6373,Eier (Selveier),4885,,3888250,77
58.7052520913849,9.19306309909393,Eier (Selveier),4956,,3203670,82
60.3256507061636,5.00286691402845,Eier (Selveier),5357,,5547838,87
59.6745796200585,10.2463247489141,Eier (Selveier),3039,Enebolig,7509000,157
59.0645,7.5681,Eier (Selveier),4748,,4258670,198
59.2226562818472,10.988186528442,Eier (Selveier),1651,Leilighet,6970820,87
58.4351,8.7511,Eier (Selveier),4817,,3699929,69
58.6670589144316,5.64236681578803,Eier (Selveier),4365,,4174460,107
59.2952759268324,5.29606845936794,Andel,4250,,3850523,110
59.0255,6.0428,Eier (Selveier),4103,,3565000,86
59.4068,5.3348,Eier (Selveier),5534,,6816270,170
58.721039131743,5.66090682099621,Eier (Selveier),4346,,5637333,161
58.9297,5.8591,Eier (Selveier),4311,,6437420,235
58.8536914120558,5.72173057525948,Eier (Selveier),4316,,8271548,185
59.9597799654004,11.0349410488545,Eier (Selveier),2003,,13116370,202
60.3233783468363,11.2951925855977,Eier (Selveier),2080,,3861920,71
60.7141963385427,10.5967091944985,Eier (Selveier),2833,Leilighet,3005112,70
61.5295695828468,10.1388359069824,Eier (Selveier),2630,Leilighet,4501859,83
59.7722979989333,5.49681124108502,Eier (Selveier),5411,,3477605,71
60.1469982936131,5.43392805143669,Eier (Selveier),5208,,9650000,171
60.2420264955493,5.04095064175028,Eier (Selveier),5382,,3303660,84
60.1918,5.4667,Eier (Selveier),5200,,5782803,124
59.7989828250738,5.18339338897294,Eier (Selveier),5430,,2810000,77
60.3225968081565,5.18571677183651,Eier (Selveier),5177,,6863485,157
60.5638,4.8595,Eier (Selveier),5337,,3996170,116
60.5057037642173,5.43272027764792,Eier (Selveier),5281,,3630692,88
60.2930021928402,5.27661408728874,Andel,5254,,4387632,71
61.9099771565139,6.7405862609489,Eier (Selveier),6783,,4240000,117
60.2930021928402,5.27661408728874,Andel,5254,,4971273,79
61.7817328388617,6.20916318200694,Eier (Selveier),6823,,4240000,117
61.9099872600345,6.74020701761021,Eier (Selveier),6783,,3216667,82
61.9045308730861,5.99424362182617,Eier (Selveier),6770,,3735000,97
59.8349882915153,10.4527414137253,Eier (Selveier),1387,Enebolig,14850120,239
59.2074391582664,10.9477927051833,Eier (Selveier),1606,Leilighet,7687500,80
59.2132138268401,10.902883340739,Eier (Selveier),1621,Enebolig,6537420,148
59.2074391582664,10.9477927051833,Eier (Selveier),1606,Leilighet,5330000,70
59.8148395909123,10.4560276568818,Eier (Selveier),1386,Tomannsbolig,6531769,79
59.2499,10.935,Eier (Selveier),1615,Rekkehus,5311054,115
59.6077,10.4081,Eier (Selveier),3060,Enebolig,6303920,145
59.1602,10.9324,Eier (Selveier),1676,Leilighet,3988670,73
59.2471816225269,10.9942527041496,Eier (Selveier),1661,Rekkehus,4965420,106
59.3511,5.2164,Eier (Selveier),4262,,2190083,69
58.9468051107959,5.58150999206586,Eier (Selveier),4057,,4854920,133
59.4097628430917,5.33463402748001,Eier (Selveier),5534,,5510000,155
59.8277830740084,11.1347267130611,Eier (Selveier),1911,Leilighet,3670600,74
59.2534648003,5.18552018635307,Eier (Selveier),4270,,4277142,139
60.2750968064445,11.1789994337661,Eier (Selveier),2070,,3795967,64
59.7992,11.4525,Eier (Selveier),1960,,5716342,128
59.6234,11.0891,Eier (Selveier),1820,,7423819,219
59.9813426704983,11.2577297417485,Eier (Selveier),1920,,4608367,94
60.8431,5.1319,Eier (Selveier),5960,,2604920,98
61.937682233318,5.42881825419011,Eier (Selveier),6711,,3270920,81
60.6178075911156,6.41987800598145,Eier (Selveier),5700,,9725495,153
61.3758909834359,5.65342610650394,Eier (Selveier),6977,,1842500,42
60.5818455150198,5.23460274312033,Eier (Selveier),5911,Enebolig,5834750,163
59.8266929090472,10.4285952601186,Eier (Selveier),1388,Rekkehus,9023442,127
60.7731168999156,10.7102026112837,Eier (Selveier),2816,Rekkehus,5475000,106
60.6818689695786,10.6200974582846,Eier (Selveier),2840,Enebolig,5076750,114
60.0969974314437,12.3244364913547,Eier (Selveier),2224,Enebolig,3990000,85
60.2073234808362,11.9838494736911,Eier (Selveier),2212,Enebolig,7300000,159
60.8142876350844,11.0566176061044,Eier (Selveier),2319,Rekkehus,6959612,169
61.5330830397819,10.1339861241386,Eier (Selveier),2630,Enebolig,4562000,157
59.9236534641092,10.5917354023367,Eier (Selveier),1357,Leilighet,9075370,85
59.7602231536087,9.96537044905407,Eier (Selveier),3053,Tomannsbolig,5306420,135
59.766077387952,10.4841327667236,Eier (Selveier),3470,Enebolig,11481342,225
59.9236534641092,10.5917354023367,Eier (Selveier),1357,Leilighet,6242800,51
59.8702,10.4828,Eier (Selveier),1396,Leilighet,5596552,65
59.9153965224071,10.5898057172496,Eier (Selveier),1357,Leilighet,12689420,90
59.9151066692457,11.1938667297363,Eier (Selveier),1900,,7120011,148
